Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,Band Gap
BaSe,Cubic,Fm-3m,225,2,0,-2.283761781,TRUE,74.09331261,4.847306733,FALSE,FALSE,NM,0,1.9488
Na2Se,Cubic,Fm-3m,225,3,0,-1.26957721,TRUE,77.21356173,2.686924163,TRUE,FALSE,NM,0,2.0153
CaSe,Cubic,Fm-3m,225,2,0,-2.31595782,TRUE,52.40874882,3.77164603,FALSE,FALSE,NM,0,2.0728
SmSe,Cubic,Fm-3m,225,2,0,-2.08223309,TRUE,50.98821975,7.468290139,FALSE,TRUE,NM,2.00E-07,0
NdSe,Cubic,Fm-3m,225,2,0,-2.106972128,TRUE,53.29914432,6.953876005,FALSE,TRUE,NM,1.00E-07,0
TbSe,Cubic,Fm-3m,225,2,0,-1.997316125,TRUE,47.95741378,8.236847775,FALSE,TRUE,NM,7.00E-07,0
Cu2Se,Cubic,Fm-3m,225,3,0.133083171,-0.025158176,FALSE,48.82893186,7.007267674,FALSE,TRUE,NM,0,0
PrSe,Cubic,Fm-3m,225,2,0,-2.105255975,TRUE,54.758838,6.667395358,FALSE,TRUE,NM,1.05E-05,0
ScSe,Cubic,Fm-3m,225,2,0,-1.788663982,TRUE,40.86993761,5.034683801,FALSE,TRUE,NM,5.26E-05,0
EuSe,Cubic,Fm-3m,225,2,0,-2.357297482,TRUE,57.55100398,6.662930217,FALSE,TRUE,FM,7.0002255,0
USe,Cubic,Fm-3m,225,2,0,-1.223744236,TRUE,51.68615982,10.18401194,FALSE,TRUE,FM,3.1830193,0
ThSe,Cubic,Fm-3m,225,2,0,-1.72214574,TRUE,52.37429924,9.860264209,FALSE,TRUE,NM,2.20E-06,0
PbSe,Cubic,Fm-3m,225,2,0,-0.672572755,TRUE,59.05444983,8.046470007,TRUE,FALSE,NM,0,0.4257
Li2Se,Cubic,Fm-3m,225,3,0,-1.451676987,TRUE,52.7166926,2.924458277,FALSE,FALSE,NM,0,2.9746
PuSe,Cubic,Fm-3m,225,2,0,-1.923234834,TRUE,50.95378279,10.52498299,FALSE,TRUE,FM,5.8194854,0
H2Se,Cubic,Fm-3m,225,3,0.645250213,0.645250213,FALSE,29.4642142,4.563624581,FALSE,TRUE,NM,2.64E-05,0
ErSe,Cubic,Fm-3m,225,2,0,-1.925282436,TRUE,45.68805163,8.948866363,FALSE,TRUE,NM,3.00E-06,0
SeS,Cubic,Fm-3m,225,2,0.384928131,0.384928131,FALSE,39.7931698,4.632989802,FALSE,TRUE,NM,6.49E-05,0
CeSe,Cubic,Fm-3m,225,2,0,-2.048877901,TRUE,55.13921303,6.597559823,FALSE,TRUE,FM,1.1608146,0
YSe,Cubic,Fm-3m,225,2,0,-2.003811055,TRUE,47.69534051,5.844340325,FALSE,TRUE,NM,6.00E-07,0
SnSe,Cubic,Fm-3m,225,2,0.041185999,-0.41236031,FALSE,54.56538228,6.015512832,TRUE,FALSE,NM,0,0.1189
SrSe,Cubic,Fm-3m,225,2,0,-2.352553965,TRUE,61.90118559,4.468615505,FALSE,FALSE,NM,0,2.2313
TmSe,Cubic,Fm-3m,225,2,0,-1.89843248,TRUE,45.05558707,9.136225868,FALSE,TRUE,NM,3.90E-06,0
LuSe,Cubic,Fm-3m,225,2,0,-1.812223763,TRUE,43.77568246,9.632190291,FALSE,TRUE,NM,4.30E-05,0
HoSe,Cubic,Fm-3m,225,2,0,-1.961464692,TRUE,46.49163537,8.711016533,FALSE,TRUE,NM,2.76E-05,0
GdSe,Cubic,Fm-3m,225,2,0,-2.00948603,TRUE,49.3636803,7.945840555,FALSE,TRUE,FM,7.1067165,0
BiSe,Cubic,Fm-3m,225,2,0.151179277,-0.210551503,FALSE,58.43958225,8.181719729,FALSE,TRUE,NM,0.0009672,0
NpSe,Cubic,Fm-3m,225,2,0,-1.299778386,TRUE,50.02542333,10.4879457,FALSE,TRUE,FM,4.2950104,0
DySe,Cubic,Fm-3m,225,2,0,-1.998425757,TRUE,47.26804983,8.482553532,FALSE,TRUE,NM,8.70E-06,0
K2Se,Cubic,Fm-3m,225,3,0,-1.239938296,TRUE,112.8887729,2.311697322,FALSE,FALSE,NM,0,2.0925
HgSe,Cubic,Fm-3m,225,2,0.15143685,-0.085483863,FALSE,49.01109182,9.471400836,FALSE,TRUE,NM,0.000149,0
MnSe,Cubic,Fm-3m,225,2,0.02209726,-0.927804677,FALSE,40.88504724,5.438245756,FALSE,TRUE,FM,4.9958246,0
Si3Se,Cubic,Fm-3m,225,4,0.838279077,0.643814001,FALSE,65.8978081,4.112843543,FALSE,TRUE,NM,0.0024196,0
CeSe2,Cubic,P23,195,36,0.547467128,-1.391661002,FALSE,3225.537498,1.841183077,TRUE,FALSE,NM,1.05E-05,0.836
CeSe2,Cubic,I2_13,199,36,0.529191953,-1.409936176,FALSE,2271.976796,2.613937371,TRUE,FALSE,NM,3.52E-05,0.5463
CeSe2,Cubic,Pa-3,205,12,0.174459286,-1.764668843,FALSE,351.608496,5.630130407,FALSE,FALSE,NM,0.0001238,0.4605
CeSe2,Cubic,Pa-3,205,72,0.534064224,-1.405063905,FALSE,5398.356695,2.200226991,TRUE,FALSE,NM,1.59E-05,1.0048
CdSe2,Cubic,Pa-3,205,12,0,-0.635285371,TRUE,307.1256599,5.846404193,FALSE,FALSE,NM,2.18E-05,0.6142
ZnSe2,Cubic,Pa-3,205,12,0,-0.644161672,TRUE,258.9778049,5.727850374,FALSE,FALSE,NM,0,0.7292
FeSe2,Cubic,Pa-3,205,12,0.031988615,-0.637728345,FALSE,191.7341402,7.405361053,FALSE,FALSE,NM,0,0.0163
MgSe2,Cubic,Pa-3,205,12,0,-1.133252947,TRUE,269.5858268,4.489727595,FALSE,FALSE,NM,0,1.9685
RuSe2,Cubic,Pa-3,205,12,0,-0.52351136,TRUE,212.950756,8.078168323,FALSE,FALSE,NM,0,0.3138
NiSe2,Cubic,Pa-3,205,12,0,-0.319800996,TRUE,218.8352664,6.574717486,FALSE,TRUE,AFM,0.0001202,0
MnSe2,Cubic,Pa-3,205,12,0.069208419,-0.564059539,FALSE,241.308929,5.859030594,FALSE,TRUE,FiM,13.4303025,0
CoSe2,Cubic,Pa-3,205,12,0.011590658,-0.334087932,FALSE,203.6764321,7.07186783,FALSE,TRUE,FM,3.9991899,0
CuSe2,Cubic,Pa-3,205,12,0.006502082,-0.127358578,FALSE,230.8337275,6.372603327,FALSE,TRUE,NM,0,0
OsSe2,Cubic,Pa-3,205,12,0,-0.279755603,TRUE,213.7813581,10.81697078,FALSE,TRUE,NM,0,0
RhSe2,Cubic,Pa-3,205,12,0.061115537,-0.455144096,FALSE,221.4807708,7.822095449,FALSE,TRUE,NM,7.00E-07,0
CeSe2,Cubic,Ia-3,206,72,0.499396912,-1.439731217,FALSE,3584.566857,3.313541241,TRUE,FALSE,NM,0,0.7847
CeSe2,Cubic,I432,211,36,0.805222137,-1.133905992,FALSE,2270.571476,2.61555521,FALSE,TRUE,FM,4.2393653,0
CrSe2,Cubic,F-43m,216,12,0.024610624,-0.743946614,FALSE,257.7236726,5.410040626,FALSE,TRUE,FiM,8.649582,0
GaSe2,Cubic,I-43m,217,72,0.228429074,-0.355627146,FALSE,5403.230508,1.679040393,FALSE,TRUE,FM,23.6262252,0
CeSe2,Cubic,Pm-3n,223,72,0.534444436,-1.404683693,FALSE,5947.526166,1.997067315,TRUE,FALSE,NM,3.75E-05,0.9467
CeSe2,Cubic,Fm-3m,225,6,0.033578588,-1.905549542,FALSE,162.8361647,6.078507465,FALSE,FALSE,NM,0,0.7832
CeSe2,Cubic,Fm-3m,225,72,0.537550292,-1.401577837,FALSE,8310.514017,1.429226891,TRUE,FALSE,NM,3.31E-05,1.0137
CeSe2,Cubic,Fm-3m,225,9,0.03396137,-1.905166759,FALSE,245.6447358,6.044099659,FALSE,FALSE,NM,6.57E-05,0.8058
CeSe2,Cubic,Fd-3m,227,6,0.550374938,-1.388753192,FALSE,488.630552,2.025663026,TRUE,FALSE,NM,0.0280264,0.996
CeSe2,Cubic,Fd-3m,227,6,1.235533241,-0.703594888,FALSE,156.5952296,6.320759868,FALSE,TRUE,FM,3.747102,0
CeSe2,Cubic,Fd-3m,227,12,0.096132564,-1.842995566,FALSE,447.0298663,4.428343236,FALSE,FALSE,NM,8.80E-06,1.0033
CeSe2,Cubic,Fd-3m,227,24,0.533064618,-1.406063512,FALSE,4201.15151,0.94240909,TRUE,FALSE,NM,0.0033676,0.9832
CeSe2,Cubic,Fd-3m,227,102,0.553076259,-1.38605187,FALSE,9547.458969,1.762418082,TRUE,FALSE,NM,9.88E-05,1.0109
CoSe2,Cubic,Fd-3m,227,12,0.073430328,-0.272248262,FALSE,228.7407695,6.296965823,FALSE,TRUE,NM,2.03E-05,0
CrSe2,Cubic,Fd-3m,227,12,0.026669681,-0.741887557,FALSE,254.3717947,5.481329173,FALSE,TRUE,FiM,9.5248894,0
CeSe2,Cubic,Ia-3d,230,36,0.542260689,-1.39686744,FALSE,2514.406668,2.361911114,FALSE,FALSE,NM,0.0002054,0.9726
Pu3Se4,Cubic,I-43d,220,14,0,-2.025649037,TRUE,346.8663031,10.03256436,FALSE,TRUE,FM,31.9999997,0
Sm3Se4,Cubic,I-43d,220,14,0.047744145,-2.117213764,FALSE,344.4736995,7.393891742,FALSE,TRUE,NM,1.23E-05,0
U3Se4,Cubic,I-43d,220,14,0.037985346,-1.354177778,FALSE,347.2150957,9.851147556,FALSE,TRUE,FM,19.9484301,0
La3Se4,Cubic,I-43d,220,14,0.010068908,-2.309851331,FALSE,376.2239014,6.466567024,FALSE,TRUE,NM,0.0007584,0
Ce3Se4,Cubic,I-43d,220,14,0,-2.111994037,TRUE,369.3181751,6.620139581,FALSE,TRUE,FM,7.9664428,0
Nd3Se4,Cubic,I-43d,220,14,0.021609301,-2.145392188,FALSE,357.1990751,6.959833737,FALSE,TRUE,NM,1.90E-06,0
Tb3Se4,Cubic,I-43d,220,14,0.05226242,-2.056671906,FALSE,328.1562288,8.021605566,FALSE,TRUE,NM,2.70E-06,0
Np3Se4,Cubic,I-43d,220,14,0.034453381,-1.378735341,FALSE,296.5040122,11.5014156,FALSE,TRUE,FM,25.9798068,0
Dy3Se4,Cubic,I-43d,220,14,0.058138801,-2.057553584,FALSE,327.6475912,8.142757581,FALSE,TRUE,NM,0.0003692,0
Gd3Se4,Cubic,I-43d,220,14,0.04467921,-2.060798985,FALSE,337.5162913,7.749693851,FALSE,TRUE,FM,42.965905,0
Pr3Se4,Cubic,I-43d,220,14,0.018690621,-2.148745349,FALSE,365.4767388,6.711303355,FALSE,TRUE,NM,1.30E-06,0
Ni3Se4,Cubic,Fd-3m,227,14,0,-0.359327856,TRUE,244.5223715,6.681210432,FALSE,TRUE,NM,0.0026404,0
Co3Se4,Cubic,Fd-3m,227,14,0,-0.349812147,TRUE,247.9330903,6.598935831,FALSE,TRUE,AFM,0.0001266,0
Al5Se8,Cubic,F-43m,216,13,0.04312236,-0.926900271,FALSE,292.0428522,4.358774073,FALSE,TRUE,NM,0.2957126,0
Cu13Se8,Cubic,F-43m,216,21,0.076480883,-0.10436637,FALSE,375.2905424,6.450195372,FALSE,TRUE,NM,0.0656595,0
Co9Se8,Cubic,Fm-3m,225,17,0.088942311,-0.199138281,FALSE,267.5635139,7.212034043,FALSE,TRUE,NM,7.75E-05,0
Pd17Se15,Cubic,Pm-3m,221,64,0,-0.374924537,TRUE,1224.861932,8.116653787,FALSE,TRUE,NM,4.66E-05,0
